"","TP","Abundance","Treatment","OTU","Habitat"
"1",1,0,"Control","OTU16_Fusarium","Root"
"2",1,9,"Control","OTU16_Fusarium","Root"
"3",1,0,"Control","OTU16_Fusarium","Root"
"4",1,0,"Control","OTU16_Fusarium","Root"
"5",1,2,"Control","OTU16_Fusarium","Root"
"6",1,0,"Control","OTU16_Fusarium","Root"
"7",1,7,"Control","OTU16_Fusarium","Rhizosphere"
"8",1,3,"Control","OTU16_Fusarium","Rhizosphere"
"9",1,10,"Control","OTU16_Fusarium","Rhizosphere"
"10",1,5,"Control","OTU16_Fusarium","Rhizosphere"
"11",1,0,"Control","OTU16_Fusarium","Rhizosphere"
"12",1,7,"Control","OTU16_Fusarium","Rhizosphere"
"13",2,11,"Control","OTU16_Fusarium","Root"
"14",2,2,"Control","OTU16_Fusarium","Root"
"15",2,10,"Control","OTU16_Fusarium","Root"
"16",2,4,"Control","OTU16_Fusarium","Root"
"17",2,11,"Control","OTU16_Fusarium","Root"
"18",2,6,"Control","OTU16_Fusarium","Root"
"19",2,9,"Control","OTU16_Fusarium","Rhizosphere"
"20",2,8,"Control","OTU16_Fusarium","Rhizosphere"
"21",2,5,"Control","OTU16_Fusarium","Rhizosphere"
"22",2,3,"Control","OTU16_Fusarium","Rhizosphere"
"23",2,6,"Control","OTU16_Fusarium","Rhizosphere"
"24",2,5,"Control","OTU16_Fusarium","Rhizosphere"
"25",3,2,"Control","OTU16_Fusarium","Root"
"26",3,8,"Control","OTU16_Fusarium","Root"
"27",3,5,"Control","OTU16_Fusarium","Root"
"28",3,12,"Pre_flowering_drought","OTU16_Fusarium","Root"
"29",3,43,"Pre_flowering_drought","OTU16_Fusarium","Root"
"30",3,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"31",3,12,"Pre_flowering_drought","OTU16_Fusarium","Root"
"32",3,9,"Control","OTU16_Fusarium","Root"
"33",3,6,"Control","OTU16_Fusarium","Root"
"34",3,34,"Control","OTU16_Fusarium","Root"
"35",3,9,"Pre_flowering_drought","OTU16_Fusarium","Root"
"36",3,7,"Pre_flowering_drought","OTU16_Fusarium","Root"
"37",3,3,"Control","OTU16_Fusarium","Rhizosphere"
"38",3,8,"Control","OTU16_Fusarium","Rhizosphere"
"39",3,2,"Control","OTU16_Fusarium","Rhizosphere"
"40",3,7,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"41",3,11,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"42",3,1,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"43",3,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"44",3,8,"Control","OTU16_Fusarium","Rhizosphere"
"45",3,8,"Control","OTU16_Fusarium","Rhizosphere"
"46",3,5,"Control","OTU16_Fusarium","Rhizosphere"
"47",3,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"48",3,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"49",4,32,"Control","OTU16_Fusarium","Root"
"50",4,33,"Control","OTU16_Fusarium","Root"
"51",4,42,"Control","OTU16_Fusarium","Root"
"52",4,5,"Pre_flowering_drought","OTU16_Fusarium","Root"
"53",4,5,"Pre_flowering_drought","OTU16_Fusarium","Root"
"54",4,17,"Pre_flowering_drought","OTU16_Fusarium","Root"
"55",4,7,"Pre_flowering_drought","OTU16_Fusarium","Root"
"56",4,16,"Control","OTU16_Fusarium","Root"
"57",4,13,"Control","OTU16_Fusarium","Root"
"58",4,14,"Control","OTU16_Fusarium","Root"
"59",4,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"60",4,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"61",4,7,"Control","OTU16_Fusarium","Rhizosphere"
"62",4,13,"Control","OTU16_Fusarium","Rhizosphere"
"63",4,33,"Control","OTU16_Fusarium","Rhizosphere"
"64",4,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"65",4,5,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"66",4,10,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"67",4,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"68",4,8,"Control","OTU16_Fusarium","Rhizosphere"
"69",4,10,"Control","OTU16_Fusarium","Rhizosphere"
"70",4,5,"Control","OTU16_Fusarium","Rhizosphere"
"71",4,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"72",4,6,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"73",5,21,"Control","OTU16_Fusarium","Root"
"74",5,26,"Control","OTU16_Fusarium","Root"
"75",5,39,"Control","OTU16_Fusarium","Root"
"76",5,23,"Pre_flowering_drought","OTU16_Fusarium","Root"
"77",5,15,"Pre_flowering_drought","OTU16_Fusarium","Root"
"78",5,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"79",5,9,"Pre_flowering_drought","OTU16_Fusarium","Root"
"80",5,14,"Control","OTU16_Fusarium","Root"
"81",5,13,"Control","OTU16_Fusarium","Root"
"82",5,32,"Control","OTU16_Fusarium","Root"
"83",5,5,"Pre_flowering_drought","OTU16_Fusarium","Root"
"84",5,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"85",5,10,"Control","OTU16_Fusarium","Rhizosphere"
"86",5,11,"Control","OTU16_Fusarium","Rhizosphere"
"87",5,9,"Control","OTU16_Fusarium","Rhizosphere"
"88",5,5,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"89",5,6,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"90",5,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"91",5,8,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"92",5,5,"Control","OTU16_Fusarium","Rhizosphere"
"93",5,8,"Control","OTU16_Fusarium","Rhizosphere"
"94",5,6,"Control","OTU16_Fusarium","Rhizosphere"
"95",5,9,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"96",5,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"97",6,25,"Control","OTU16_Fusarium","Root"
"98",6,26,"Control","OTU16_Fusarium","Root"
"99",6,37,"Control","OTU16_Fusarium","Root"
"100",6,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"101",6,8,"Pre_flowering_drought","OTU16_Fusarium","Root"
"102",6,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"103",6,5,"Pre_flowering_drought","OTU16_Fusarium","Root"
"104",6,13,"Control","OTU16_Fusarium","Root"
"105",6,15,"Control","OTU16_Fusarium","Root"
"106",6,30,"Control","OTU16_Fusarium","Root"
"107",6,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"108",6,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"109",6,2,"Control","OTU16_Fusarium","Rhizosphere"
"110",6,51,"Control","OTU16_Fusarium","Rhizosphere"
"111",6,12,"Control","OTU16_Fusarium","Rhizosphere"
"112",6,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"113",6,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"114",6,7,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"115",6,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"116",6,6,"Control","OTU16_Fusarium","Rhizosphere"
"117",6,8,"Control","OTU16_Fusarium","Rhizosphere"
"118",6,12,"Control","OTU16_Fusarium","Rhizosphere"
"119",6,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"120",6,0,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"121",7,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"122",7,67,"Control","OTU16_Fusarium","Root"
"123",7,39,"Control","OTU16_Fusarium","Root"
"124",7,33,"Control","OTU16_Fusarium","Root"
"125",7,53,"Control","OTU16_Fusarium","Root"
"126",7,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"127",7,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"128",7,13,"Pre_flowering_drought","OTU16_Fusarium","Root"
"129",7,44,"Control","OTU16_Fusarium","Root"
"130",7,41,"Control","OTU16_Fusarium","Root"
"131",7,6,"Pre_flowering_drought","OTU16_Fusarium","Root"
"132",7,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"133",7,8,"Control","OTU16_Fusarium","Rhizosphere"
"134",7,19,"Control","OTU16_Fusarium","Rhizosphere"
"135",7,35,"Control","OTU16_Fusarium","Rhizosphere"
"136",7,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"137",7,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"138",7,0,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"139",7,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"140",7,23,"Control","OTU16_Fusarium","Rhizosphere"
"141",7,20,"Control","OTU16_Fusarium","Rhizosphere"
"142",7,32,"Control","OTU16_Fusarium","Rhizosphere"
"143",7,2,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"144",7,0,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"145",8,15,"Control","OTU16_Fusarium","Root"
"146",8,32,"Control","OTU16_Fusarium","Root"
"147",8,52,"Control","OTU16_Fusarium","Root"
"148",8,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"149",8,20,"Post_flowering_drought","OTU16_Fusarium","Root"
"150",8,42,"Post_flowering_drought","OTU16_Fusarium","Root"
"151",8,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"152",8,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"153",8,27,"Control","OTU16_Fusarium","Root"
"154",8,28,"Control","OTU16_Fusarium","Root"
"155",8,51,"Control","OTU16_Fusarium","Root"
"156",8,23,"Post_flowering_drought","OTU16_Fusarium","Root"
"157",8,42,"Post_flowering_drought","OTU16_Fusarium","Root"
"158",8,31,"Post_flowering_drought","OTU16_Fusarium","Root"
"159",8,47,"Post_flowering_drought","OTU16_Fusarium","Root"
"160",8,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"161",8,3,"Pre_flowering_drought","OTU16_Fusarium","Root"
"162",8,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"163",8,8,"Control","OTU16_Fusarium","Rhizosphere"
"164",8,14,"Control","OTU16_Fusarium","Rhizosphere"
"165",8,25,"Control","OTU16_Fusarium","Rhizosphere"
"166",8,5,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"167",8,1,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"168",8,7,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"169",8,16,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"170",8,0,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"171",8,1,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"172",8,19,"Control","OTU16_Fusarium","Rhizosphere"
"173",8,6,"Control","OTU16_Fusarium","Rhizosphere"
"174",8,16,"Control","OTU16_Fusarium","Rhizosphere"
"175",8,9,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"176",8,15,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"177",8,19,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"178",8,15,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"179",8,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"180",8,0,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"181",9,32,"Control","OTU16_Fusarium","Root"
"182",9,14,"Control","OTU16_Fusarium","Root"
"183",9,28,"Control","OTU16_Fusarium","Root"
"184",9,2,"Pre_flowering_drought","OTU16_Fusarium","Root"
"185",9,7,"Pre_flowering_drought","OTU16_Fusarium","Root"
"186",9,23,"Post_flowering_drought","OTU16_Fusarium","Root"
"187",9,29,"Post_flowering_drought","OTU16_Fusarium","Root"
"188",9,6,"Pre_flowering_drought","OTU16_Fusarium","Root"
"189",9,9,"Pre_flowering_drought","OTU16_Fusarium","Root"
"190",9,16,"Control","OTU16_Fusarium","Root"
"191",9,9,"Control","OTU16_Fusarium","Root"
"192",9,52,"Control","OTU16_Fusarium","Root"
"193",9,26,"Post_flowering_drought","OTU16_Fusarium","Root"
"194",9,49,"Post_flowering_drought","OTU16_Fusarium","Root"
"195",9,37,"Post_flowering_drought","OTU16_Fusarium","Root"
"196",9,18,"Post_flowering_drought","OTU16_Fusarium","Root"
"197",9,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"198",9,4,"Pre_flowering_drought","OTU16_Fusarium","Root"
"199",9,15,"Control","OTU16_Fusarium","Rhizosphere"
"200",9,7,"Control","OTU16_Fusarium","Rhizosphere"
"201",9,18,"Control","OTU16_Fusarium","Rhizosphere"
"202",9,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"203",9,5,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"204",9,12,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"205",9,12,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"206",9,4,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"207",9,3,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"208",9,7,"Control","OTU16_Fusarium","Rhizosphere"
"209",9,2,"Control","OTU16_Fusarium","Rhizosphere"
"210",9,48,"Control","OTU16_Fusarium","Rhizosphere"
"211",9,23,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"212",9,25,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"213",9,14,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"214",9,14,"Post_flowering_drought","OTU16_Fusarium","Rhizosphere"
"215",9,11,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"216",9,7,"Pre_flowering_drought","OTU16_Fusarium","Rhizosphere"
"217",10,13,"Control","OTU16_Fusarium","Root"
