"","TP","Abundance","Treatment","OTU","Habitat"
"1060",4,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1061",4,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1062",4,6,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1063",4,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1064",4,11,"Control","OTU19_Sarocladium","Root"
"1065",4,6,"Control","OTU19_Sarocladium","Root"
"1066",4,3,"Control","OTU19_Sarocladium","Root"
"1067",4,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1068",4,0,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1069",4,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1070",4,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1071",4,8,"Control","OTU19_Sarocladium","Rhizosphere"
"1072",4,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1073",4,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1074",4,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1075",4,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1076",4,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1077",4,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1078",4,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1079",4,7,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1080",4,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1081",5,3,"Control","OTU19_Sarocladium","Root"
"1082",5,2,"Control","OTU19_Sarocladium","Root"
"1083",5,9,"Control","OTU19_Sarocladium","Root"
"1084",5,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1085",5,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1086",5,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1087",5,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1088",5,3,"Control","OTU19_Sarocladium","Root"
"1089",5,5,"Control","OTU19_Sarocladium","Root"
"1090",5,4,"Control","OTU19_Sarocladium","Root"
"1091",5,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1092",5,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1093",5,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1094",5,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1095",5,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1096",5,0,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1097",5,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1098",5,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1099",5,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1100",5,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1101",5,8,"Control","OTU19_Sarocladium","Rhizosphere"
"1102",5,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1103",5,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1104",5,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1105",6,10,"Control","OTU19_Sarocladium","Root"
"1106",6,7,"Control","OTU19_Sarocladium","Root"
"1107",6,7,"Control","OTU19_Sarocladium","Root"
"1108",6,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1109",6,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1110",6,13,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1111",6,1,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1112",6,0,"Control","OTU19_Sarocladium","Root"
"1113",6,5,"Control","OTU19_Sarocladium","Root"
"1114",6,4,"Control","OTU19_Sarocladium","Root"
"1115",6,0,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1116",6,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1117",6,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1118",6,10,"Control","OTU19_Sarocladium","Rhizosphere"
"1119",6,11,"Control","OTU19_Sarocladium","Rhizosphere"
"1120",6,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1121",6,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1122",6,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1123",6,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1124",6,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1125",6,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1126",6,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1127",6,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1128",6,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1129",7,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1130",7,5,"Control","OTU19_Sarocladium","Root"
"1131",7,12,"Control","OTU19_Sarocladium","Root"
"1132",7,6,"Control","OTU19_Sarocladium","Root"
"1133",7,14,"Control","OTU19_Sarocladium","Root"
"1134",7,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1135",7,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1136",7,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1137",7,9,"Control","OTU19_Sarocladium","Root"
"1138",7,7,"Control","OTU19_Sarocladium","Root"
"1139",7,6,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1140",7,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1141",7,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1142",7,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1143",7,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1144",7,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1145",7,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1146",7,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1147",7,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1148",7,8,"Control","OTU19_Sarocladium","Rhizosphere"
"1149",7,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1150",7,18,"Control","OTU19_Sarocladium","Rhizosphere"
"1151",7,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1152",7,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1153",8,7,"Control","OTU19_Sarocladium","Root"
"1154",8,2,"Control","OTU19_Sarocladium","Root"
"1155",8,17,"Control","OTU19_Sarocladium","Root"
"1156",8,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1157",8,8,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1158",8,14,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1159",8,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1160",8,1,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1161",8,13,"Control","OTU19_Sarocladium","Root"
"1162",8,4,"Control","OTU19_Sarocladium","Root"
"1163",8,20,"Control","OTU19_Sarocladium","Root"
"1164",8,7,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1165",8,11,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1166",8,11,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1167",8,4,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1168",8,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1169",8,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1170",8,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1171",8,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1172",8,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1173",8,10,"Control","OTU19_Sarocladium","Rhizosphere"
"1174",8,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1175",8,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1176",8,5,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1177",8,12,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1178",8,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1179",8,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1180",8,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1181",8,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1182",8,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1183",8,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1184",8,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1185",8,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1186",8,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1187",8,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1188",8,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1189",9,12,"Control","OTU19_Sarocladium","Root"
"1190",9,8,"Control","OTU19_Sarocladium","Root"
"1191",9,10,"Control","OTU19_Sarocladium","Root"
"1192",9,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1193",9,0,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1194",9,13,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1195",9,20,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1196",9,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1197",9,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1198",9,7,"Control","OTU19_Sarocladium","Root"
"1199",9,6,"Control","OTU19_Sarocladium","Root"
"1200",9,19,"Control","OTU19_Sarocladium","Root"
"1201",9,5,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1202",9,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1203",9,16,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1204",9,3,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1205",9,8,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1206",9,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1207",9,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1208",9,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1209",9,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1210",9,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1211",9,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1212",9,2,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1213",9,10,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1214",9,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1215",9,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1216",9,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1217",9,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1218",9,18,"Control","OTU19_Sarocladium","Rhizosphere"
"1219",9,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1220",9,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1221",9,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1222",9,5,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1223",9,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1224",9,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1225",10,35,"Control","OTU19_Sarocladium","Root"
"1226",10,7,"Control","OTU19_Sarocladium","Root"
"1227",10,16,"Control","OTU19_Sarocladium","Root"
"1228",10,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1229",10,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1230",10,6,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1231",10,35,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1232",10,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1233",10,9,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1234",10,34,"Control","OTU19_Sarocladium","Root"
"1235",10,35,"Control","OTU19_Sarocladium","Root"
"1236",10,20,"Control","OTU19_Sarocladium","Root"
"1237",10,8,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1238",10,21,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1239",10,20,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1240",10,23,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1241",10,0,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1242",10,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1243",10,15,"Control","OTU19_Sarocladium","Rhizosphere"
"1244",10,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1245",10,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1246",10,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1247",10,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1248",10,5,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1249",10,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1250",10,8,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1251",10,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1252",10,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1253",10,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1254",10,8,"Control","OTU19_Sarocladium","Rhizosphere"
"1255",10,8,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1256",10,12,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1257",10,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1258",10,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1259",10,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1260",10,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1261",11,10,"Control","OTU19_Sarocladium","Root"
"1262",11,10,"Control","OTU19_Sarocladium","Root"
"1263",11,24,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1264",11,6,"Control","OTU19_Sarocladium","Root"
"1265",11,10,"Control","OTU19_Sarocladium","Root"
"1266",11,1,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1267",11,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1268",11,5,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1269",11,9,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1270",11,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1271",11,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1272",11,6,"Control","OTU19_Sarocladium","Root"
"1273",11,24,"Control","OTU19_Sarocladium","Root"
"1274",11,8,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1275",11,16,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1276",11,13,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1277",11,1,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1278",11,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1279",11,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1280",11,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1281",11,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1282",11,0,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1283",11,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1284",11,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1285",11,11,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1286",11,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1287",11,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1288",11,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1289",11,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1290",11,7,"Control","OTU19_Sarocladium","Rhizosphere"
"1291",11,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1292",11,11,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1293",11,9,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1294",11,5,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1295",11,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1296",11,0,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1297",12,21,"Control","OTU19_Sarocladium","Root"
"1298",12,5,"Control","OTU19_Sarocladium","Root"
"1299",12,21,"Control","OTU19_Sarocladium","Root"
"1300",12,8,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1301",12,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1302",12,9,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1303",12,8,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1304",12,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1305",12,2,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1306",12,5,"Control","OTU19_Sarocladium","Root"
"1307",12,5,"Control","OTU19_Sarocladium","Root"
"1308",12,24,"Control","OTU19_Sarocladium","Root"
"1309",12,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1310",12,25,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1311",12,14,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1312",12,6,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1313",12,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1314",12,1,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1315",12,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1316",12,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1317",12,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1318",12,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1319",12,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1320",12,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1321",12,16,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1322",12,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1323",12,7,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1324",12,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1325",12,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1326",12,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1327",12,11,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1328",12,13,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1329",12,11,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1330",12,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1331",12,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1332",12,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1333",13,3,"Control","OTU19_Sarocladium","Root"
"1334",13,4,"Control","OTU19_Sarocladium","Root"
"1335",13,11,"Control","OTU19_Sarocladium","Root"
"1336",13,0,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1337",13,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1338",13,7,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1339",13,5,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1340",13,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1341",13,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1342",13,2,"Control","OTU19_Sarocladium","Root"
"1343",13,22,"Control","OTU19_Sarocladium","Root"
"1344",13,23,"Control","OTU19_Sarocladium","Root"
"1345",13,9,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1346",13,7,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1347",13,8,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1348",13,13,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1349",13,6,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1350",13,3,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1351",13,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1352",13,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1353",13,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1354",13,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1355",13,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1356",13,13,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1357",13,12,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1358",13,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1359",13,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1360",13,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1361",13,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1362",13,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1363",13,8,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1364",13,20,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1365",13,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1366",13,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1367",13,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1368",13,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1369",14,19,"Control","OTU19_Sarocladium","Root"
"1370",14,5,"Control","OTU19_Sarocladium","Root"
"1371",14,20,"Control","OTU19_Sarocladium","Root"
"1372",14,11,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1373",14,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1374",14,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1375",14,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1376",14,13,"Control","OTU19_Sarocladium","Root"
"1377",14,5,"Control","OTU19_Sarocladium","Root"
"1378",14,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1379",14,7,"Control","OTU19_Sarocladium","Root"
"1380",14,6,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1381",14,17,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1382",14,21,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1383",14,7,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1384",14,9,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1385",14,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1386",14,15,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1387",14,6,"Control","OTU19_Sarocladium","Rhizosphere"
"1388",14,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1389",14,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1390",14,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1391",14,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1392",14,13,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1393",14,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1394",14,6,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1395",14,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1396",14,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1397",14,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1398",14,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1399",14,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1400",14,18,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1401",14,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1402",14,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1403",14,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1404",14,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1405",15,2,"Control","OTU19_Sarocladium","Root"
"1406",15,12,"Control","OTU19_Sarocladium","Root"
"1407",15,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1408",15,5,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1409",15,1,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1410",15,20,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1411",15,11,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1412",15,10,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1413",15,3,"Control","OTU19_Sarocladium","Root"
"1414",15,17,"Control","OTU19_Sarocladium","Root"
"1415",15,7,"Control","OTU19_Sarocladium","Root"
"1416",15,12,"Control","OTU19_Sarocladium","Root"
"1417",15,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1418",15,21,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1419",15,9,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1420",15,6,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1421",15,6,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1422",15,11,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1423",15,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1424",15,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1425",15,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1426",15,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1427",15,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1428",15,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1429",15,3,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1430",15,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1431",15,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1432",15,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1433",15,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1434",15,9,"Control","OTU19_Sarocladium","Rhizosphere"
"1435",15,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1436",15,8,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1437",15,10,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1438",15,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1439",15,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1440",15,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1441",16,25,"Control","OTU19_Sarocladium","Root"
"1442",16,12,"Control","OTU19_Sarocladium","Root"
"1443",16,24,"Control","OTU19_Sarocladium","Root"
"1444",16,11,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1445",16,16,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1446",16,5,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1447",16,35,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1448",16,12,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1449",16,7,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1450",16,8,"Control","OTU19_Sarocladium","Root"
"1451",16,4,"Control","OTU19_Sarocladium","Root"
"1452",16,14,"Control","OTU19_Sarocladium","Root"
"1453",16,11,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1454",16,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1455",16,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1456",16,10,"Post_flowering_drought","OTU19_Sarocladium","Root"
