"","Fungi","Relative_Abundance","Sampletime","Direction","Distance"
"9498","Other",0,"TP1011","C",1
"9499","Other",0,"TP0913","A",2
"9500","Other",0,"TP1011","A",2
"9501","Other",0,"TP0913","B",2
"9502","Other",0,"TP1011","B",2
"9503","Other",0,"TP0913","C",2
"9504","Other",0,"TP1011","C",2
"9505","Other",0,"TP0913","A",4
"9506","Other",0,"TP1011","A",4
"9507","Other",0,"TP0913","B",4
"9508","Other",0,"TP1011","B",4
"9509","Other",0,"TP0913","C",4
"9510","Other",2,"TP1011","C",4
"9511","Other",0,"TP0913","A",8
"9512","Other",0,"TP1011","A",8
"9513","Other",0,"TP0913","B",8
"9514","Other",0,"TP1011","B",8
"9515","Other",7,"TP0913","C",8
"9516","Other",0,"TP1011","C",8
"9517","Other",0,"TP0913","P",0
"9518","Other",0,"TP1011","P",0
"9519","Other",0,"TP0913","A",1
"9520","Other",0,"TP1011","A",1
"9521","Other",0,"TP0913","B",1
"9522","Other",1,"TP1011","B",1
"9523","Other",0,"TP0913","C",1
"9524","Other",0,"TP1011","C",1
"9525","Other",0,"TP0913","A",2
"9526","Other",0,"TP1011","A",2
"9527","Other",0,"TP0913","B",2
"9528","Other",4,"TP1011","B",2
"9529","Other",0,"TP0913","C",2
"9530","Other",0,"TP1011","C",2
"9531","Other",0,"TP0913","A",4
"9532","Other",0,"TP1011","A",4
"9533","Other",0,"TP0913","B",4
"9534","Other",0,"TP1011","B",4
"9535","Other",0,"TP0913","C",4
"9536","Other",0,"TP1011","C",4
"9537","Other",0,"TP0913","A",8
"9538","Other",0,"TP1011","A",8
"9539","Other",0,"TP0913","B",8
"9540","Other",0,"TP1011","B",8
"9541","Other",0,"TP0913","C",8
"9542","Other",0,"TP1011","C",8
"9543","Other",19,"TP0913","P",0
"9544","Other",14,"TP1011","P",0
"9545","Other",20,"TP0913","A",1
"9546","Other",5,"TP1011","A",1
"9547","Other",13,"TP0913","B",1
"9548","Other",33,"TP1011","B",1
"9549","Other",23,"TP0913","C",1
"9550","Other",3,"TP1011","C",1
"9551","Other",4,"TP0913","A",2
"9552","Other",3,"TP1011","A",2
"9553","Other",8,"TP0913","B",2
"9554","Other",15,"TP1011","B",2
"9555","Other",6,"TP0913","C",2
"9556","Other",5,"TP1011","C",2
"9557","Other",7,"TP0913","A",4
"9558","Other",58,"TP1011","A",4
"9559","Other",20,"TP0913","B",4
"9560","Other",6,"TP1011","B",4
"9561","Other",8,"TP0913","C",4
"9562","Other",13,"TP1011","C",4
"9563","Other",65,"TP0913","A",8
"9564","Other",4,"TP1011","A",8
"9565","Other",32,"TP0913","B",8
"9566","Other",24,"TP1011","B",8
"9567","Other",9,"TP0913","C",8
"9568","Other",13,"TP1011","C",8
"9569","Other",0,"TP0913","P",0
"9570","Other",0,"TP1011","P",0
"9571","Other",0,"TP0913","A",1
"9572","Other",0,"TP1011","A",1
"9573","Other",0,"TP0913","B",1
"9574","Other",0,"TP1011","B",1
"9575","Other",0,"TP0913","C",1
"9576","Other",0,"TP1011","C",1
"9577","Other",0,"TP0913","A",2
"9578","Other",0,"TP1011","A",2
"9579","Other",0,"TP0913","B",2
"9580","Other",0,"TP1011","B",2
"9581","Other",0,"TP0913","C",2
"9582","Other",0,"TP1011","C",2
"9583","Other",0,"TP0913","A",4
"9584","Other",0,"TP1011","A",4
"9585","Other",0,"TP0913","B",4
"9586","Other",0,"TP1011","B",4
"9587","Other",0,"TP0913","C",4
"9588","Other",0,"TP1011","C",4
"9589","Other",0,"TP0913","A",8
"9590","Other",0,"TP1011","A",8
"9591","Other",0,"TP0913","B",8
"9592","Other",0,"TP1011","B",8
"9593","Other",0,"TP0913","C",8
"9594","Other",0,"TP1011","C",8
"9595","Other",114,"TP0913","P",0
"9596","Other",39,"TP1011","P",0
"9597","Other",63,"TP0913","A",1
"9598","Other",5,"TP1011","A",1
"9599","Other",45,"TP0913","B",1
"9600","Other",58,"TP1011","B",1
"9601","Other",82,"TP0913","C",1
"9602","Other",0,"TP1011","C",1
"9603","Other",18,"TP0913","A",2
"9604","Other",50,"TP1011","A",2
"9605","Other",95,"TP0913","B",2
"9606","Other",162,"TP1011","B",2
"9607","Other",8,"TP0913","C",2
"9608","Other",8,"TP1011","C",2
"9609","Other",50,"TP0913","A",4
"9610","Other",156,"TP1011","A",4
"9611","Other",90,"TP0913","B",4
"9612","Other",25,"TP1011","B",4
"9613","Other",57,"TP0913","C",4
"9614","Other",21,"TP1011","C",4
"9615","Other",282,"TP0913","A",8
"9616","Other",13,"TP1011","A",8
"9617","Other",413,"TP0913","B",8
"9618","Other",89,"TP1011","B",8
"9619","Other",30,"TP0913","C",8
"9620","Other",2,"TP1011","C",8
"9621","Other",0,"TP0913","P",0
"9622","Other",1,"TP1011","P",0
"9623","Other",0,"TP0913","A",1
"9624","Other",0,"TP1011","A",1
"9625","Other",0,"TP0913","B",1
"9626","Other",0,"TP1011","B",1
"9627","Other",0,"TP0913","C",1
"9628","Other",0,"TP1011","C",1
"9629","Other",0,"TP0913","A",2
"9630","Other",0,"TP1011","A",2
"9631","Other",0,"TP0913","B",2
"9632","Other",0,"TP1011","B",2
"9633","Other",0,"TP0913","C",2
"9634","Other",0,"TP1011","C",2
"9635","Other",0,"TP0913","A",4
"9636","Other",0,"TP1011","A",4
"9637","Other",0,"TP0913","B",4
"9638","Other",0,"TP1011","B",4
"9639","Other",0,"TP0913","C",4
"9640","Other",3,"TP1011","C",4
"9641","Other",0,"TP0913","A",8
"9642","Other",0,"TP1011","A",8
"9643","Other",0,"TP0913","B",8
"9644","Other",0,"TP1011","B",8
"9645","Other",0,"TP0913","C",8
"9646","Other",0,"TP1011","C",8
"9647","Other",0,"TP0913","P",0
"9648","Other",0,"TP1011","P",0
"9649","Other",0,"TP0913","A",1
"9650","Other",0,"TP1011","A",1
"9651","Other",0,"TP0913","B",1
"9652","Other",0,"TP1011","B",1
"9653","Other",0,"TP0913","C",1
"9654","Other",0,"TP1011","C",1
"9655","Other",0,"TP0913","A",2
"9656","Other",0,"TP1011","A",2
"9657","Other",1,"TP0913","B",2
"9658","Other",0,"TP1011","B",2
"9659","Other",0,"TP0913","C",2
"9660","Other",0,"TP1011","C",2
"9661","Other",0,"TP0913","A",4
"9662","Other",0,"TP1011","A",4
"9663","Other",0,"TP0913","B",4
"9664","Other",0,"TP1011","B",4
"9665","Other",0,"TP0913","C",4
"9666","Other",0,"TP1011","C",4
"9667","Other",0,"TP0913","A",8
"9668","Other",0,"TP1011","A",8
"9669","Other",0,"TP0913","B",8
"9670","Other",0,"TP1011","B",8
"9671","Other",0,"TP0913","C",8
"9672","Other",0,"TP1011","C",8
"9673","Other",0,"TP0913","P",0
"9674","Other",0,"TP1011","P",0
"9675","Other",0,"TP0913","A",1
"9676","Other",0,"TP1011","A",1
"9677","Other",0,"TP0913","B",1
"9678","Other",0,"TP1011","B",1
"9679","Other",0,"TP0913","C",1
"9680","Other",0,"TP1011","C",1
"9681","Other",0,"TP0913","A",2
"9682","Other",0,"TP1011","A",2
"9683","Other",0,"TP0913","B",2
"9684","Other",0,"TP1011","B",2
"9685","Other",0,"TP0913","C",2
"9686","Other",0,"TP1011","C",2
"9687","Other",0,"TP0913","A",4
"9688","Other",0,"TP1011","A",4
"9689","Other",0,"TP0913","B",4
"9690","Other",0,"TP1011","B",4
"9691","Other",0,"TP0913","C",4
"9692","Other",0,"TP1011","C",4
"9693","Other",0,"TP0913","A",8
"9694","Other",0,"TP1011","A",8
"9695","Other",0,"TP0913","B",8
"9696","Other",0,"TP1011","B",8
"9697","Other",0,"TP0913","C",8
"9698","Other",0,"TP1011","C",8
"9699","Other",0,"TP0913","P",0
"9700","Other",0,"TP1011","P",0
"9701","Other",0,"TP0913","A",1
"9702","Other",0,"TP1011","A",1
"9703","Other",0,"TP0913","B",1
"9704","Other",0,"TP1011","B",1
"9705","Other",0,"TP0913","C",1
"9706","Other",0,"TP1011","C",1
"9707","Other",0,"TP0913","A",2
"9708","Other",0,"TP1011","A",2
"9709","Other",0,"TP0913","B",2
"9710","Other",0,"TP1011","B",2
"9711","Other",0,"TP0913","C",2
"9712","Other",0,"TP1011","C",2
"9713","Other",0,"TP0913","A",4
"9714","Other",1,"TP1011","A",4
"9715","Other",0,"TP0913","B",4
"9716","Other",0,"TP1011","B",4
"9717","Other",0,"TP0913","C",4
"9718","Other",0,"TP1011","C",4
"9719","Other",0,"TP0913","A",8
"9720","Other",0,"TP1011","A",8
"9721","Other",0,"TP0913","B",8
"9722","Other",0,"TP1011","B",8
"9723","Other",0,"TP0913","C",8
"9724","Other",0,"TP1011","C",8
"9725","Other",0,"TP0913","P",0
"9726","Other",0,"TP1011","P",0
"9727","Other",0,"TP0913","A",1
"9728","Other",0,"TP1011","A",1
"9729","Other",0,"TP0913","B",1
"9730","Other",0,"TP1011","B",1
"9731","Other",0,"TP0913","C",1
"9732","Other",0,"TP1011","C",1
"9733","Other",1,"TP0913","A",2
"9734","Other",0,"TP1011","A",2
"9735","Other",0,"TP0913","B",2
"9736","Other",0,"TP1011","B",2
"9737","Other",0,"TP0913","C",2
"9738","Other",0,"TP1011","C",2
"9739","Other",0,"TP0913","A",4
"9740","Other",0,"TP1011","A",4
"9741","Other",0,"TP0913","B",4
"9742","Other",0,"TP1011","B",4
"9743","Other",0,"TP0913","C",4
"9744","Other",0,"TP1011","C",4
"9745","Other",0,"TP0913","A",8
"9746","Other",0,"TP1011","A",8
"9747","Other",0,"TP0913","B",8
"9748","Other",0,"TP1011","B",8
"9749","Other",0,"TP0913","C",8
"9750","Other",0,"TP1011","C",8
"9751","Other",0,"TP0913","P",0
"9752","Other",0,"TP1011","P",0
"9753","Other",0,"TP0913","A",1
"9754","Other",0,"TP1011","A",1
"9755","Other",0,"TP0913","B",1
"9756","Other",0,"TP1011","B",1
"9757","Other",0,"TP0913","C",1
"9758","Other",0,"TP1011","C",1
"9759","Other",0,"TP0913","A",2
"9760","Other",0,"TP1011","A",2
"9761","Other",0,"TP0913","B",2
"9762","Other",0,"TP1011","B",2
"9763","Other",0,"TP0913","C",2
"9764","Other",0,"TP1011","C",2
"9765","Other",0,"TP0913","A",4
"9766","Other",0,"TP1011","A",4
"9767","Other",0,"TP0913","B",4
"9768","Other",0,"TP1011","B",4
"9769","Other",0,"TP0913","C",4
"9770","Other",0,"TP1011","C",4
"9771","Other",0,"TP0913","A",8
"9772","Other",0,"TP1011","A",8
"9773","Other",0,"TP0913","B",8
"9774","Other",0,"TP1011","B",8
"9775","Other",0,"TP0913","C",8
"9776","Other",0,"TP1011","C",8
"9777","Other",0,"TP0913","P",0
"9778","Other",0,"TP1011","P",0
"9779","Other",0,"TP0913","A",1
"9780","Other",0,"TP1011","A",1
"9781","Other",0,"TP0913","B",1
"9782","Other",0,"TP1011","B",1
"9783","Other",0,"TP0913","C",1
"9784","Other",0,"TP1011","C",1
"9785","Other",0,"TP0913","A",2
"9786","Other",0,"TP1011","A",2
"9787","Other",0,"TP0913","B",2
"9788","Other",0,"TP1011","B",2
"9789","Other",0,"TP0913","C",2
"9790","Other",0,"TP1011","C",2
"9791","Other",0,"TP0913","A",4
"9792","Other",0,"TP1011","A",4
"9793","Other",0,"TP0913","B",4
"9794","Other",0,"TP1011","B",4
"9795","Other",0,"TP0913","C",4
"9796","Other",0,"TP1011","C",4
"9797","Other",0,"TP0913","A",8
"9798","Other",0,"TP1011","A",8
"9799","Other",0,"TP0913","B",8
"9800","Other",0,"TP1011","B",8
"9801","Other",0,"TP0913","C",8
"9802","Other",0,"TP1011","C",8
"9803","Other",0,"TP0913","P",0
"9804","Other",0,"TP1011","P",0
"9805","Other",0,"TP0913","A",1
"9806","Other",0,"TP1011","A",1
"9807","Other",0,"TP0913","B",1
"9808","Other",0,"TP1011","B",1
"9809","Other",0,"TP0913","C",1
"9810","Other",0,"TP1011","C",1
"9811","Other",0,"TP0913","A",2
"9812","Other",0,"TP1011","A",2
"9813","Other",0,"TP0913","B",2
"9814","Other",0,"TP1011","B",2
"9815","Other",0,"TP0913","C",2
"9816","Other",0,"TP1011","C",2
"9817","Other",0,"TP0913","A",4
"9818","Other",0,"TP1011","A",4
"9819","Other",0,"TP0913","B",4
"9820","Other",0,"TP1011","B",4
"9821","Other",0,"TP0913","C",4
"9822","Other",0,"TP1011","C",4
"9823","Other",0,"TP0913","A",8
"9824","Other",0,"TP1011","A",8
"9825","Other",0,"TP0913","B",8
"9826","Other",0,"TP1011","B",8
"9827","Other",0,"TP0913","C",8
"9828","Other",0,"TP1011","C",8
"9829","Other",0,"TP0913","P",0
"9830","Other",0,"TP1011","P",0
"9831","Other",0,"TP0913","A",1
"9832","Other",0,"TP1011","A",1
"9833","Other",0,"TP0913","B",1
"9834","Other",0,"TP1011","B",1
"9835","Other",0,"TP0913","C",1
"9836","Other",0,"TP1011","C",1
"9837","Other",0,"TP0913","A",2
"9838","Other",0,"TP1011","A",2
"9839","Other",0,"TP0913","B",2
"9840","Other",0,"TP1011","B",2
"9841","Other",0,"TP0913","C",2
"9842","Other",0,"TP1011","C",2
"9843","Other",0,"TP0913","A",4
"9844","Other",0,"TP1011","A",4
"9845","Other",0,"TP0913","B",4
"9846","Other",0,"TP1011","B",4
"9847","Other",0,"TP0913","C",4
"9848","Other",0,"TP1011","C",4
"9849","Other",0,"TP0913","A",8
"9850","Other",0,"TP1011","A",8
"9851","Other",0,"TP0913","B",8
"9852","Other",0,"TP1011","B",8
"9853","Other",0,"TP0913","C",8
"9854","Other",1,"TP1011","C",8
"9855","Other",0,"TP0913","P",0
"9856","Other",0,"TP1011","P",0
"9857","Other",0,"TP0913","A",1
"9858","Other",0,"TP1011","A",1
"9859","Other",0,"TP0913","B",1
"9860","Other",0,"TP1011","B",1
"9861","Other",0,"TP0913","C",1
"9862","Other",0,"TP1011","C",1
"9863","Other",0,"TP0913","A",2
"9864","Other",0,"TP1011","A",2
"9865","Other",0,"TP0913","B",2
"9866","Other",0,"TP1011","B",2
"9867","Other",0,"TP0913","C",2
"9868","Other",0,"TP1011","C",2
"9869","Other",0,"TP0913","A",4
"9870","Other",0,"TP1011","A",4
"9871","Other",0,"TP0913","B",4
"9872","Other",0,"TP1011","B",4
"9873","Other",0,"TP0913","C",4
"9874","Other",0,"TP1011","C",4
"9875","Other",0,"TP0913","A",8
"9876","Other",0,"TP1011","A",8
"9877","Other",0,"TP0913","B",8
"9878","Other",0,"TP1011","B",8
"9879","Other",0,"TP0913","C",8
"9880","Other",0,"TP1011","C",8
"9881","Other",0,"TP0913","P",0
"9882","Other",0,"TP1011","P",0
"9883","Other",0,"TP0913","A",1
"9884","Other",0,"TP1011","A",1
"9885","Other",0,"TP0913","B",1
"9886","Other",0,"TP1011","B",1
"9887","Other",0,"TP0913","C",1
"9888","Other",0,"TP1011","C",1
"9889","Other",0,"TP0913","A",2
"9890","Other",0,"TP1011","A",2
"9891","Other",0,"TP0913","B",2
"9892","Other",0,"TP1011","B",2
"9893","Other",0,"TP0913","C",2
"9894","Other",0,"TP1011","C",2
"9895","Other",0,"TP0913","A",4
"9896","Other",0,"TP1011","A",4
"9897","Other",0,"TP0913","B",4
"9898","Other",0,"TP1011","B",4
"9899","Other",0,"TP0913","C",4
"9900","Other",0,"TP1011","C",4
"9901","Other",1,"TP0913","A",8
"9902","Other",1,"TP1011","A",8
"9903","Other",0,"TP0913","B",8
"9904","Other",0,"TP1011","B",8
"9905","Other",0,"TP0913","C",8
"9906","Other",0,"TP1011","C",8
"9907","Other",0,"TP0913","P",0
"9908","Other",0,"TP1011","P",0
"9909","Other",0,"TP0913","A",1
"9910","Other",0,"TP1011","A",1
"9911","Other",0,"TP0913","B",1
"9912","Other",0,"TP1011","B",1
"9913","Other",0,"TP0913","C",1
"9914","Other",0,"TP1011","C",1
"9915","Other",0,"TP0913","A",2
"9916","Other",0,"TP1011","A",2
"9917","Other",0,"TP0913","B",2
"9918","Other",0,"TP1011","B",2
"9919","Other",0,"TP0913","C",2
"9920","Other",0,"TP1011","C",2
"9921","Other",0,"TP0913","A",4
"9922","Other",0,"TP1011","A",4
"9923","Other",0,"TP0913","B",4
"9924","Other",0,"TP1011","B",4
"9925","Other",0,"TP0913","C",4
"9926","Other",0,"TP1011","C",4
"9927","Other",0,"TP0913","A",8
"9928","Other",0,"TP1011","A",8
"9929","Other",0,"TP0913","B",8
"9930","Other",0,"TP1011","B",8
"9931","Other",0,"TP0913","C",8
"9932","Other",0,"TP1011","C",8
"9933","Other",0,"TP0913","P",0
"9934","Other",0,"TP1011","P",0
"9935","Other",0,"TP0913","A",1
"9936","Other",0,"TP1011","A",1
"9937","Other",0,"TP0913","B",1
"9938","Other",0,"TP1011","B",1
"9939","Other",0,"TP0913","C",1
"9940","Other",0,"TP1011","C",1
"9941","Other",0,"TP0913","A",2
"9942","Other",0,"TP1011","A",2
"9943","Other",0,"TP0913","B",2
"9944","Other",0,"TP1011","B",2
"9945","Other",0,"TP0913","C",2
"9946","Other",0,"TP1011","C",2
"9947","Other",0,"TP0913","A",4
"9948","Other",0,"TP1011","A",4
"9949","Other",0,"TP0913","B",4
"9950","Other",0,"TP1011","B",4
"9951","Other",0,"TP0913","C",4
"9952","Other",0,"TP1011","C",4
"9953","Other",0,"TP0913","A",8
"9954","Other",0,"TP1011","A",8
"9955","Other",0,"TP0913","B",8
"9956","Other",0,"TP1011","B",8
"9957","Other",0,"TP0913","C",8
"9958","Other",0,"TP1011","C",8
"9959","Other",0,"TP0913","P",0
"9960","Other",2,"TP1011","P",0
"9961","Other",0,"TP0913","A",1
"9962","Other",0,"TP1011","A",1
"9963","Other",0,"TP0913","B",1
"9964","Other",0,"TP1011","B",1
"9965","Other",0,"TP0913","C",1
"9966","Other",0,"TP1011","C",1
"9967","Other",0,"TP0913","A",2
"9968","Other",0,"TP1011","A",2
"9969","Other",0,"TP0913","B",2
"9970","Other",32,"TP1011","B",2
"9971","Other",0,"TP0913","C",2
"9972","Other",0,"TP1011","C",2
"9973","Other",0,"TP0913","A",4
"9974","Other",0,"TP1011","A",4
"9975","Other",0,"TP0913","B",4
"9976","Other",0,"TP1011","B",4
"9977","Other",0,"TP0913","C",4
"9978","Other",0,"TP1011","C",4
"9979","Other",0,"TP0913","A",8
"9980","Other",0,"TP1011","A",8
"9981","Other",0,"TP0913","B",8
"9982","Other",0,"TP1011","B",8
"9983","Other",0,"TP0913","C",8
"9984","Other",0,"TP1011","C",8
"9985","Other",0,"TP0913","P",0
"9986","Other",0,"TP1011","P",0
"9987","Other",0,"TP0913","A",1
"9988","Other",0,"TP1011","A",1
"9989","Other",0,"TP0913","B",1
"9990","Other",0,"TP1011","B",1
"9991","Other",0,"TP0913","C",1
"9992","Other",0,"TP1011","C",1
"9993","Other",0,"TP0913","A",2
"9994","Other",0,"TP1011","A",2
"9995","Other",0,"TP0913","B",2
"9996","Other",0,"TP1011","B",2
"9997","Other",0,"TP0913","C",2
"9998","Other",0,"TP1011","C",2
"9999","Other",0,"TP0913","A",4
"10000","Other",0,"TP1011","A",4
"10001","Other",0,"TP0913","B",4
"10002","Other",0,"TP1011","B",4
"10003","Other",0,"TP0913","C",4
"10004","Other",0,"TP1011","C",4
"10005","Other",0,"TP0913","A",8
"10006","Other",0,"TP1011","A",8
"10007","Other",0,"TP0913","B",8
"10008","Other",0,"TP1011","B",8
"10009","Other",0,"TP0913","C",8
"10010","Other",0,"TP1011","C",8
"10011","Other",6,"TP0913","P",0
"10012","Other",25,"TP1011","P",0
"10013","Other",41,"TP0913","A",1
"10014","Other",1,"TP1011","A",1
"10015","Other",5,"TP0913","B",1
"10016","Other",85,"TP1011","B",1
"10017","Other",6,"TP0913","C",1
"10018","Other",0,"TP1011","C",1
"10019","Other",7,"TP0913","A",2
"10020","Other",45,"TP1011","A",2
"10021","Other",10,"TP0913","B",2
"10022","Other",72,"TP1011","B",2
"10023","Other",4,"TP0913","C",2
"10024","Other",0,"TP1011","C",2
"10025","Other",8,"TP0913","A",4
"10026","Other",37,"TP1011","A",4
"10027","Other",16,"TP0913","B",4
"10028","Other",114,"TP1011","B",4
"10029","Other",11,"TP0913","C",4
"10030","Other",0,"TP1011","C",4
"10031","Other",7,"TP0913","A",8
"10032","Other",0,"TP1011","A",8
"10033","Other",225,"TP0913","B",8
"10034","Other",0,"TP1011","B",8
"10035","Other",0,"TP0913","C",8
"10036","Other",0,"TP1011","C",8
"10037","Other",0,"TP0913","P",0
"10038","Other",0,"TP1011","P",0
"10039","Other",0,"TP0913","A",1
"10040","Other",0,"TP1011","A",1
"10041","Other",0,"TP0913","B",1
"10042","Other",0,"TP1011","B",1
"10043","Other",0,"TP0913","C",1
"10044","Other",0,"TP1011","C",1
"10045","Other",0,"TP0913","A",2
"10046","Other",0,"TP1011","A",2
"10047","Other",0,"TP0913","B",2
"10048","Other",0,"TP1011","B",2
"10049","Other",0,"TP0913","C",2
"10050","Other",0,"TP1011","C",2
"10051","Other",0,"TP0913","A",4
"10052","Other",0,"TP1011","A",4
"10053","Other",0,"TP0913","B",4
"10054","Other",0,"TP1011","B",4
"10055","Other",0,"TP0913","C",4
"10056","Other",0,"TP1011","C",4
"10057","Other",0,"TP0913","A",8
"10058","Other",0,"TP1011","A",8
"10059","Other",0,"TP0913","B",8
"10060","Other",0,"TP1011","B",8
"10061","Other",0,"TP0913","C",8
"10062","Other",0,"TP1011","C",8
"10063","Other",0,"TP0913","P",0
"10064","Other",0,"TP1011","P",0
"10065","Other",0,"TP0913","A",1
"10066","Other",0,"TP1011","A",1
"10067","Other",0,"TP0913","B",1
"10068","Other",0,"TP1011","B",1
"10069","Other",0,"TP0913","C",1
"10070","Other",0,"TP1011","C",1
"10071","Other",0,"TP0913","A",2
"10072","Other",0,"TP1011","A",2
"10073","Other",0,"TP0913","B",2
"10074","Other",0,"TP1011","B",2
"10075","Other",0,"TP0913","C",2
"10076","Other",0,"TP1011","C",2
"10077","Other",0,"TP0913","A",4
"10078","Other",0,"TP1011","A",4
"10079","Other",0,"TP0913","B",4
"10080","Other",0,"TP1011","B",4
"10081","Other",0,"TP0913","C",4
"10082","Other",0,"TP1011","C",4
"10083","Other",0,"TP0913","A",8
"10084","Other",0,"TP1011","A",8
"10085","Other",0,"TP0913","B",8
"10086","Other",0,"TP1011","B",8
"10087","Other",0,"TP0913","C",8
"10088","Other",0,"TP1011","C",8
"10089","Other",0,"TP0913","P",0
"10090","Other",0,"TP1011","P",0
"10091","Other",0,"TP0913","A",1
"10092","Other",0,"TP1011","A",1
"10093","Other",0,"TP0913","B",1
"10094","Other",0,"TP1011","B",1
"10095","Other",0,"TP0913","C",1
"10096","Other",0,"TP1011","C",1
"10097","Other",0,"TP0913","A",2
"10098","Other",0,"TP1011","A",2
"10099","Other",0,"TP0913","B",2
"10100","Other",0,"TP1011","B",2
"10101","Other",0,"TP0913","C",2
"10102","Other",0,"TP1011","C",2
"10103","Other",0,"TP0913","A",4
"10104","Other",0,"TP1011","A",4
"10105","Other",0,"TP0913","B",4
"10106","Other",0,"TP1011","B",4
"10107","Other",0,"TP0913","C",4
"10108","Other",0,"TP1011","C",4
"10109","Other",0,"TP0913","A",8
"10110","Other",0,"TP1011","A",8
"10111","Other",0,"TP0913","B",8
"10112","Other",0,"TP1011","B",8
"10113","Other",0,"TP0913","C",8
"10114","Other",0,"TP1011","C",8
"10115","Other",0,"TP0913","P",0
"10116","Other",3,"TP1011","P",0
"10117","Other",1,"TP0913","A",1
"10118","Other",1,"TP1011","A",1
"10119","Other",0,"TP0913","B",1
"10120","Other",23,"TP1011","B",1
"10121","Other",0,"TP0913","C",1
"10122","Other",0,"TP1011","C",1
"10123","Other",0,"TP0913","A",2
"10124","Other",1,"TP1011","A",2
"10125","Other",0,"TP0913","B",2
"10126","Other",7,"TP1011","B",2
"10127","Other",0,"TP0913","C",2
"10128","Other",1,"TP1011","C",2
"10129","Other",0,"TP0913","A",4
"10130","Other",6,"TP1011","A",4
"10131","Other",0,"TP0913","B",4
"10132","Other",2,"TP1011","B",4
"10133","Other",1,"TP0913","C",4
"10134","Other",6,"TP1011","C",4
"10135","Other",1,"TP0913","A",8
"10136","Other",1,"TP1011","A",8
"10137","Other",7,"TP0913","B",8
"10138","Other",4,"TP1011","B",8
"10139","Other",1,"TP0913","C",8
"10140","Other",0,"TP1011","C",8
"10141","Other",1,"TP0913","P",0
"10142","Other",0,"TP1011","P",0
"10143","Other",3,"TP0913","A",1
"10144","Other",0,"TP1011","A",1
"10145","Other",9,"TP0913","B",1
"10146","Other",11,"TP1011","B",1
"10147","Other",0,"TP0913","C",1
"10148","Other",1,"TP1011","C",1
"10149","Other",3,"TP0913","A",2
"10150","Other",0,"TP1011","A",2
"10151","Other",30,"TP0913","B",2
"10152","Other",0,"TP1011","B",2
"10153","Other",2,"TP0913","C",2
"10154","Other",1,"TP1011","C",2
"10155","Other",1790,"TP0913","A",4
"10156","Other",1,"TP1011","A",4
"10157","Other",0,"TP0913","B",4
"10158","Other",0,"TP1011","B",4
"10159","Other",1,"TP0913","C",4
"10160","Other",0,"TP1011","C",4
