"","Fungi","Relative_Abundance","Sampletime","Direction","Distance"
"20057","Other",0,"TP0913","B",2
"20058","Other",0,"TP1011","B",2
"20059","Other",1,"TP0913","C",2
"20060","Other",3,"TP1011","C",2
"20061","Other",0,"TP0913","A",4
"20062","Other",5,"TP1011","A",4
"20063","Other",0,"TP0913","B",4
"20064","Other",0,"TP1011","B",4
"20065","Other",1,"TP0913","C",4
"20066","Other",3,"TP1011","C",4
"20067","Other",2,"TP0913","A",8
"20068","Other",0,"TP1011","A",8
"20069","Other",4,"TP0913","B",8
"20070","Other",0,"TP1011","B",8
"20071","Other",0,"TP0913","C",8
"20072","Other",9,"TP1011","C",8
"20073","Other",0,"TP0913","P",0
"20074","Other",0,"TP1011","P",0
"20075","Other",0,"TP0913","A",1
"20076","Other",0,"TP1011","A",1
"20077","Other",0,"TP0913","B",1
"20078","Other",0,"TP1011","B",1
"20079","Other",0,"TP0913","C",1
"20080","Other",0,"TP1011","C",1
"20081","Other",0,"TP0913","A",2
"20082","Other",0,"TP1011","A",2
"20083","Other",0,"TP0913","B",2
"20084","Other",0,"TP1011","B",2
"20085","Other",0,"TP0913","C",2
"20086","Other",0,"TP1011","C",2
"20087","Other",0,"TP0913","A",4
"20088","Other",0,"TP1011","A",4
"20089","Other",0,"TP0913","B",4
"20090","Other",0,"TP1011","B",4
"20091","Other",0,"TP0913","C",4
"20092","Other",0,"TP1011","C",4
"20093","Other",0,"TP0913","A",8
"20094","Other",0,"TP1011","A",8
"20095","Other",0,"TP0913","B",8
"20096","Other",0,"TP1011","B",8
"20097","Other",0,"TP0913","C",8
"20098","Other",0,"TP1011","C",8
"20099","Other",1,"TP0913","P",0
"20100","Other",3,"TP1011","P",0
"20101","Other",0,"TP0913","A",1
"20102","Other",0,"TP1011","A",1
"20103","Other",0,"TP0913","B",1
"20104","Other",2,"TP1011","B",1
"20105","Other",0,"TP0913","C",1
"20106","Other",0,"TP1011","C",1
"20107","Other",0,"TP0913","A",2
"20108","Other",0,"TP1011","A",2
"20109","Other",3,"TP0913","B",2
"20110","Other",0,"TP1011","B",2
"20111","Other",2,"TP0913","C",2
"20112","Other",2,"TP1011","C",2
"20113","Other",0,"TP0913","A",4
"20114","Other",2,"TP1011","A",4
"20115","Other",18,"TP0913","B",4
"20116","Other",5,"TP1011","B",4
"20117","Other",1,"TP0913","C",4
"20118","Other",0,"TP1011","C",4
"20119","Other",4,"TP0913","A",8
"20120","Other",3,"TP1011","A",8
"20121","Other",3,"TP0913","B",8
"20122","Other",2,"TP1011","B",8
"20123","Other",1,"TP0913","C",8
"20124","Other",4,"TP1011","C",8
"20125","Other",2,"TP0913","P",0
"20126","Other",0,"TP1011","P",0
"20127","Other",0,"TP0913","A",1
"20128","Other",0,"TP1011","A",1
"20129","Other",0,"TP0913","B",1
"20130","Other",0,"TP1011","B",1
"20131","Other",2,"TP0913","C",1
"20132","Other",0,"TP1011","C",1
"20133","Other",0,"TP0913","A",2
"20134","Other",2,"TP1011","A",2
"20135","Other",0,"TP0913","B",2
"20136","Other",0,"TP1011","B",2
"20137","Other",0,"TP0913","C",2
"20138","Other",2,"TP1011","C",2
"20139","Other",0,"TP0913","A",4
"20140","Other",3,"TP1011","A",4
"20141","Other",0,"TP0913","B",4
"20142","Other",0,"TP1011","B",4
"20143","Other",0,"TP0913","C",4
"20144","Other",0,"TP1011","C",4
"20145","Other",1,"TP0913","A",8
"20146","Other",0,"TP1011","A",8
"20147","Other",2,"TP0913","B",8
"20148","Other",1,"TP1011","B",8
"20149","Other",0,"TP0913","C",8
"20150","Other",0,"TP1011","C",8
"20151","Other",0,"TP0913","P",0
"20152","Other",0,"TP1011","P",0
"20153","Other",0,"TP0913","A",1
"20154","Other",0,"TP1011","A",1
"20155","Other",0,"TP0913","B",1
"20156","Other",0,"TP1011","B",1
"20157","Other",0,"TP0913","C",1
"20158","Other",0,"TP1011","C",1
"20159","Other",0,"TP0913","A",2
"20160","Other",0,"TP1011","A",2
"20161","Other",0,"TP0913","B",2
"20162","Other",0,"TP1011","B",2
"20163","Other",1,"TP0913","C",2
"20164","Other",0,"TP1011","C",2
"20165","Other",0,"TP0913","A",4
"20166","Other",0,"TP1011","A",4
"20167","Other",0,"TP0913","B",4
"20168","Other",0,"TP1011","B",4
"20169","Other",0,"TP0913","C",4
"20170","Other",0,"TP1011","C",4
"20171","Other",0,"TP0913","A",8
"20172","Other",0,"TP1011","A",8
"20173","Other",0,"TP0913","B",8
"20174","Other",0,"TP1011","B",8
"20175","Other",0,"TP0913","C",8
"20176","Other",0,"TP1011","C",8
"20177","Other",0,"TP0913","P",0
"20178","Other",22,"TP1011","P",0
"20179","Other",2,"TP0913","A",1
"20180","Other",0,"TP1011","A",1
"20181","Other",2,"TP0913","B",1
"20182","Other",8,"TP1011","B",1
"20183","Other",4,"TP0913","C",1
"20184","Other",0,"TP1011","C",1
"20185","Other",1,"TP0913","A",2
"20186","Other",4,"TP1011","A",2
"20187","Other",7,"TP0913","B",2
"20188","Other",18,"TP1011","B",2
"20189","Other",0,"TP0913","C",2
"20190","Other",0,"TP1011","C",2
"20191","Other",0,"TP0913","A",4
"20192","Other",6,"TP1011","A",4
"20193","Other",1,"TP0913","B",4
"20194","Other",8,"TP1011","B",4
"20195","Other",2,"TP0913","C",4
"20196","Other",6,"TP1011","C",4
"20197","Other",8,"TP0913","A",8
"20198","Other",0,"TP1011","A",8
"20199","Other",6,"TP0913","B",8
"20200","Other",15,"TP1011","B",8
"20201","Other",2,"TP0913","C",8
"20202","Other",6,"TP1011","C",8
"20203","Other",0,"TP0913","P",0
"20204","Other",0,"TP1011","P",0
"20205","Other",0,"TP0913","A",1
"20206","Other",0,"TP1011","A",1
"20207","Other",0,"TP0913","B",1
"20208","Other",0,"TP1011","B",1
"20209","Other",0,"TP0913","C",1
"20210","Other",0,"TP1011","C",1
"20211","Other",0,"TP0913","A",2
"20212","Other",0,"TP1011","A",2
"20213","Other",0,"TP0913","B",2
"20214","Other",0,"TP1011","B",2
"20215","Other",0,"TP0913","C",2
"20216","Other",0,"TP1011","C",2
"20217","Other",0,"TP0913","A",4
"20218","Other",0,"TP1011","A",4
"20219","Other",0,"TP0913","B",4
"20220","Other",0,"TP1011","B",4
"20221","Other",0,"TP0913","C",4
"20222","Other",0,"TP1011","C",4
"20223","Other",0,"TP0913","A",8
"20224","Other",0,"TP1011","A",8
"20225","Other",0,"TP0913","B",8
"20226","Other",0,"TP1011","B",8
"20227","Other",0,"TP0913","C",8
"20228","Other",0,"TP1011","C",8
"20229","Other",0,"TP0913","P",0
"20230","Other",0,"TP1011","P",0
"20231","Other",0,"TP0913","A",1
"20232","Other",0,"TP1011","A",1
"20233","Other",0,"TP0913","B",1
"20234","Other",0,"TP1011","B",1
"20235","Other",0,"TP0913","C",1
"20236","Other",0,"TP1011","C",1
"20237","Other",0,"TP0913","A",2
"20238","Other",0,"TP1011","A",2
"20239","Other",0,"TP0913","B",2
"20240","Other",0,"TP1011","B",2
"20241","Other",0,"TP0913","C",2
"20242","Other",0,"TP1011","C",2
"20243","Other",0,"TP0913","A",4
"20244","Other",0,"TP1011","A",4
"20245","Other",0,"TP0913","B",4
"20246","Other",0,"TP1011","B",4
"20247","Other",0,"TP0913","C",4
"20248","Other",0,"TP1011","C",4
"20249","Other",0,"TP0913","A",8
"20250","Other",0,"TP1011","A",8
"20251","Other",0,"TP0913","B",8
"20252","Other",0,"TP1011","B",8
"20253","Other",0,"TP0913","C",8
"20254","Other",0,"TP1011","C",8
"20255","Other",0,"TP0913","P",0
"20256","Other",0,"TP1011","P",0
"20257","Other",0,"TP0913","A",1
"20258","Other",0,"TP1011","A",1
"20259","Other",0,"TP0913","B",1
"20260","Other",0,"TP1011","B",1
"20261","Other",0,"TP0913","C",1
"20262","Other",0,"TP1011","C",1
"20263","Other",0,"TP0913","A",2
"20264","Other",0,"TP1011","A",2
"20265","Other",0,"TP0913","B",2
"20266","Other",0,"TP1011","B",2
"20267","Other",0,"TP0913","C",2
"20268","Other",0,"TP1011","C",2
"20269","Other",0,"TP0913","A",4
"20270","Other",0,"TP1011","A",4
"20271","Other",0,"TP0913","B",4
"20272","Other",0,"TP1011","B",4
"20273","Other",0,"TP0913","C",4
"20274","Other",0,"TP1011","C",4
"20275","Other",0,"TP0913","A",8
"20276","Other",0,"TP1011","A",8
"20277","Other",0,"TP0913","B",8
"20278","Other",0,"TP1011","B",8
"20279","Other",0,"TP0913","C",8
"20280","Other",0,"TP1011","C",8
"20281","Other",0,"TP0913","P",0
"20282","Other",0,"TP1011","P",0
"20283","Other",0,"TP0913","A",1
"20284","Other",0,"TP1011","A",1
"20285","Other",0,"TP0913","B",1
"20286","Other",0,"TP1011","B",1
"20287","Other",0,"TP0913","C",1
"20288","Other",0,"TP1011","C",1
"20289","Other",0,"TP0913","A",2
"20290","Other",0,"TP1011","A",2
"20291","Other",0,"TP0913","B",2
"20292","Other",0,"TP1011","B",2
"20293","Other",0,"TP0913","C",2
"20294","Other",0,"TP1011","C",2
"20295","Other",0,"TP0913","A",4
"20296","Other",0,"TP1011","A",4
"20297","Other",0,"TP0913","B",4
"20298","Other",0,"TP1011","B",4
"20299","Other",0,"TP0913","C",4
"20300","Other",0,"TP1011","C",4
"20301","Other",0,"TP0913","A",8
"20302","Other",0,"TP1011","A",8
"20303","Other",0,"TP0913","B",8
"20304","Other",0,"TP1011","B",8
"20305","Other",0,"TP0913","C",8
"20306","Other",0,"TP1011","C",8
"20307","Other",0,"TP0913","P",0
"20308","Other",0,"TP1011","P",0
"20309","Other",0,"TP0913","A",1
"20310","Other",0,"TP1011","A",1
"20311","Other",0,"TP0913","B",1
"20312","Other",0,"TP1011","B",1
"20313","Other",0,"TP0913","C",1
"20314","Other",0,"TP1011","C",1
"20315","Other",0,"TP0913","A",2
"20316","Other",0,"TP1011","A",2
"20317","Other",0,"TP0913","B",2
"20318","Other",0,"TP1011","B",2
"20319","Other",0,"TP0913","C",2
"20320","Other",0,"TP1011","C",2
"20321","Other",0,"TP0913","A",4
"20322","Other",3,"TP1011","A",4
"20323","Other",0,"TP0913","B",4
"20324","Other",0,"TP1011","B",4
"20325","Other",0,"TP0913","C",4
"20326","Other",0,"TP1011","C",4
"20327","Other",0,"TP0913","A",8
"20328","Other",0,"TP1011","A",8
"20329","Other",0,"TP0913","B",8
"20330","Other",0,"TP1011","B",8
"20331","Other",0,"TP0913","C",8
"20332","Other",0,"TP1011","C",8
"20333","Other",0,"TP0913","P",0
"20334","Other",0,"TP1011","P",0
"20335","Other",0,"TP0913","A",1
"20336","Other",0,"TP1011","A",1
"20337","Other",0,"TP0913","B",1
"20338","Other",0,"TP1011","B",1
"20339","Other",0,"TP0913","C",1
"20340","Other",0,"TP1011","C",1
"20341","Other",0,"TP0913","A",2
"20342","Other",0,"TP1011","A",2
"20343","Other",0,"TP0913","B",2
"20344","Other",0,"TP1011","B",2
"20345","Other",0,"TP0913","C",2
"20346","Other",0,"TP1011","C",2
"20347","Other",0,"TP0913","A",4
"20348","Other",0,"TP1011","A",4
"20349","Other",0,"TP0913","B",4
"20350","Other",0,"TP1011","B",4
"20351","Other",0,"TP0913","C",4
"20352","Other",0,"TP1011","C",4
"20353","Other",0,"TP0913","A",8
"20354","Other",0,"TP1011","A",8
"20355","Other",0,"TP0913","B",8
"20356","Other",0,"TP1011","B",8
"20357","Other",0,"TP0913","C",8
"20358","Other",0,"TP1011","C",8
"20359","Other",0,"TP0913","P",0
"20360","Other",0,"TP1011","P",0
"20361","Other",0,"TP0913","A",1
"20362","Other",0,"TP1011","A",1
"20363","Other",3,"TP0913","B",1
"20364","Other",1,"TP1011","B",1
"20365","Other",0,"TP0913","C",1
"20366","Other",0,"TP1011","C",1
"20367","Other",0,"TP0913","A",2
"20368","Other",0,"TP1011","A",2
"20369","Other",0,"TP0913","B",2
"20370","Other",0,"TP1011","B",2
"20371","Other",0,"TP0913","C",2
"20372","Other",0,"TP1011","C",2
"20373","Other",0,"TP0913","A",4
"20374","Other",0,"TP1011","A",4
"20375","Other",15,"TP0913","B",4
"20376","Other",0,"TP1011","B",4
"20377","Other",0,"TP0913","C",4
"20378","Other",0,"TP1011","C",4
"20379","Other",1,"TP0913","A",8
"20380","Other",0,"TP1011","A",8
"20381","Other",0,"TP0913","B",8
"20382","Other",1,"TP1011","B",8
"20383","Other",0,"TP0913","C",8
"20384","Other",0,"TP1011","C",8
"20385","Other",5,"TP0913","P",0
"20386","Other",1,"TP1011","P",0
"20387","Other",5,"TP0913","A",1
"20388","Other",0,"TP1011","A",1
"20389","Other",2,"TP0913","B",1
"20390","Other",51,"TP1011","B",1
"20391","Other",2,"TP0913","C",1
"20392","Other",2,"TP1011","C",1
"20393","Other",2,"TP0913","A",2
"20394","Other",0,"TP1011","A",2
"20395","Other",5,"TP0913","B",2
"20396","Other",3,"TP1011","B",2
"20397","Other",1,"TP0913","C",2
"20398","Other",0,"TP1011","C",2
"20399","Other",3,"TP0913","A",4
"20400","Other",24,"TP1011","A",4
"20401","Other",0,"TP0913","B",4
"20402","Other",1,"TP1011","B",4
"20403","Other",1,"TP0913","C",4
"20404","Other",2,"TP1011","C",4
"20405","Other",14,"TP0913","A",8
"20406","Other",5,"TP1011","A",8
"20407","Other",1,"TP0913","B",8
"20408","Other",0,"TP1011","B",8
"20409","Other",2,"TP0913","C",8
"20410","Other",0,"TP1011","C",8
"20411","Other",12,"TP0913","P",0
"20412","Other",5,"TP1011","P",0
"20413","Other",22,"TP0913","A",1
"20414","Other",4,"TP1011","A",1
"20415","Other",9,"TP0913","B",1
"20416","Other",15,"TP1011","B",1
"20417","Other",4,"TP0913","C",1
"20418","Other",1,"TP1011","C",1
"20419","Other",2,"TP0913","A",2
"20420","Other",2,"TP1011","A",2
"20421","Other",4,"TP0913","B",2
"20422","Other",2,"TP1011","B",2
"20423","Other",0,"TP0913","C",2
"20424","Other",4,"TP1011","C",2
"20425","Other",7,"TP0913","A",4
"20426","Other",9,"TP1011","A",4
"20427","Other",2,"TP0913","B",4
"20428","Other",9,"TP1011","B",4
"20429","Other",5,"TP0913","C",4
"20430","Other",2,"TP1011","C",4
"20431","Other",22,"TP0913","A",8
"20432","Other",5,"TP1011","A",8
"20433","Other",56,"TP0913","B",8
"20434","Other",17,"TP1011","B",8
"20435","Other",27,"TP0913","C",8
"20436","Other",2,"TP1011","C",8
"20437","Other",0,"TP0913","P",0
"20438","Other",0,"TP1011","P",0
"20439","Other",0,"TP0913","A",1
"20440","Other",3,"TP1011","A",1
"20441","Other",0,"TP0913","B",1
"20442","Other",0,"TP1011","B",1
"20443","Other",0,"TP0913","C",1
"20444","Other",0,"TP1011","C",1
"20445","Other",0,"TP0913","A",2
"20446","Other",0,"TP1011","A",2
"20447","Other",0,"TP0913","B",2
"20448","Other",0,"TP1011","B",2
"20449","Other",0,"TP0913","C",2
"20450","Other",0,"TP1011","C",2
"20451","Other",0,"TP0913","A",4
"20452","Other",0,"TP1011","A",4
"20453","Other",0,"TP0913","B",4
"20454","Other",0,"TP1011","B",4
"20455","Other",0,"TP0913","C",4
"20456","Other",0,"TP1011","C",4
"20457","Other",0,"TP0913","A",8
"20458","Other",0,"TP1011","A",8
"20459","Other",0,"TP0913","B",8
"20460","Other",0,"TP1011","B",8
"20461","Other",0,"TP0913","C",8
"20462","Other",0,"TP1011","C",8
"20463","Other",6,"TP0913","P",0
"20464","Other",0,"TP1011","P",0
"20465","Other",1,"TP0913","A",1
"20466","Other",0,"TP1011","A",1
"20467","Other",4,"TP0913","B",1
"20468","Other",7,"TP1011","B",1
"20469","Other",0,"TP0913","C",1
"20470","Other",2,"TP1011","C",1
"20471","Other",1,"TP0913","A",2
"20472","Other",1,"TP1011","A",2
"20473","Other",8,"TP0913","B",2
"20474","Other",31,"TP1011","B",2
"20475","Other",6,"TP0913","C",2
"20476","Other",2,"TP1011","C",2
"20477","Other",4,"TP0913","A",4
"20478","Other",26,"TP1011","A",4
"20479","Other",0,"TP0913","B",4
"20480","Other",6,"TP1011","B",4
"20481","Other",1,"TP0913","C",4
"20482","Other",0,"TP1011","C",4
"20483","Other",12,"TP0913","A",8
"20484","Other",0,"TP1011","A",8
"20485","Other",41,"TP0913","B",8
"20486","Other",3,"TP1011","B",8
"20487","Other",0,"TP0913","C",8
"20488","Other",2,"TP1011","C",8
"20489","Other",0,"TP0913","P",0
"20490","Other",0,"TP1011","P",0
"20491","Other",0,"TP0913","A",1
"20492","Other",0,"TP1011","A",1
"20493","Other",0,"TP0913","B",1
"20494","Other",0,"TP1011","B",1
"20495","Other",0,"TP0913","C",1
"20496","Other",0,"TP1011","C",1
"20497","Other",0,"TP0913","A",2
"20498","Other",0,"TP1011","A",2
"20499","Other",0,"TP0913","B",2
"20500","Other",0,"TP1011","B",2
"20501","Other",0,"TP0913","C",2
"20502","Other",0,"TP1011","C",2
"20503","Other",0,"TP0913","A",4
"20504","Other",0,"TP1011","A",4
"20505","Other",0,"TP0913","B",4
"20506","Other",0,"TP1011","B",4
"20507","Other",0,"TP0913","C",4
"20508","Other",0,"TP1011","C",4
"20509","Other",0,"TP0913","A",8
"20510","Other",0,"TP1011","A",8
"20511","Other",0,"TP0913","B",8
"20512","Other",0,"TP1011","B",8
"20513","Other",0,"TP0913","C",8
"20514","Other",0,"TP1011","C",8
"20515","Other",0,"TP0913","P",0
"20516","Other",0,"TP1011","P",0
"20517","Other",0,"TP0913","A",1
"20518","Other",0,"TP1011","A",1
"20519","Other",0,"TP0913","B",1
"20520","Other",0,"TP1011","B",1
"20521","Other",0,"TP0913","C",1
"20522","Other",0,"TP1011","C",1
"20523","Other",0,"TP0913","A",2
"20524","Other",0,"TP1011","A",2
"20525","Other",0,"TP0913","B",2
"20526","Other",0,"TP1011","B",2
"20527","Other",0,"TP0913","C",2
"20528","Other",0,"TP1011","C",2
"20529","Other",0,"TP0913","A",4
"20530","Other",0,"TP1011","A",4
"20531","Other",0,"TP0913","B",4
"20532","Other",0,"TP1011","B",4
"20533","Other",0,"TP0913","C",4
"20534","Other",0,"TP1011","C",4
"20535","Other",0,"TP0913","A",8
"20536","Other",0,"TP1011","A",8
"20537","Other",0,"TP0913","B",8
"20538","Other",0,"TP1011","B",8
"20539","Other",0,"TP0913","C",8
"20540","Other",0,"TP1011","C",8
"20541","Other",0,"TP0913","P",0
"20542","Other",0,"TP1011","P",0
"20543","Other",0,"TP0913","A",1
"20544","Other",0,"TP1011","A",1
"20545","Other",0,"TP0913","B",1
"20546","Other",0,"TP1011","B",1
"20547","Other",0,"TP0913","C",1
"20548","Other",0,"TP1011","C",1
"20549","Other",0,"TP0913","A",2
"20550","Other",0,"TP1011","A",2
"20551","Other",0,"TP0913","B",2
"20552","Other",0,"TP1011","B",2
"20553","Other",0,"TP0913","C",2
"20554","Other",0,"TP1011","C",2
"20555","Other",0,"TP0913","A",4
"20556","Other",0,"TP1011","A",4
"20557","Other",0,"TP0913","B",4
"20558","Other",0,"TP1011","B",4
"20559","Other",0,"TP0913","C",4
"20560","Other",0,"TP1011","C",4
"20561","Other",0,"TP0913","A",8
"20562","Other",0,"TP1011","A",8
"20563","Other",0,"TP0913","B",8
"20564","Other",0,"TP1011","B",8
"20565","Other",0,"TP0913","C",8
"20566","Other",0,"TP1011","C",8
"20567","Other",0,"TP0913","P",0
"20568","Other",0,"TP1011","P",0
"20569","Other",0,"TP0913","A",1
"20570","Other",0,"TP1011","A",1
"20571","Other",0,"TP0913","B",1
"20572","Other",0,"TP1011","B",1
"20573","Other",0,"TP0913","C",1
"20574","Other",0,"TP1011","C",1
"20575","Other",0,"TP0913","A",2
"20576","Other",0,"TP1011","A",2
"20577","Other",0,"TP0913","B",2
"20578","Other",0,"TP1011","B",2
"20579","Other",0,"TP0913","C",2
"20580","Other",0,"TP1011","C",2
"20581","Other",0,"TP0913","A",4
"20582","Other",0,"TP1011","A",4
"20583","Other",0,"TP0913","B",4
"20584","Other",0,"TP1011","B",4
"20585","Other",0,"TP0913","C",4
"20586","Other",0,"TP1011","C",4
"20587","Other",0,"TP0913","A",8
"20588","Other",0,"TP1011","A",8
"20589","Other",0,"TP0913","B",8
"20590","Other",0,"TP1011","B",8
"20591","Other",0,"TP0913","C",8
"20592","Other",0,"TP1011","C",8
"20593","Other",0,"TP0913","P",0
"20594","Other",2,"TP1011","P",0
"20595","Other",0,"TP0913","A",1
"20596","Other",0,"TP1011","A",1
"20597","Other",0,"TP0913","B",1
"20598","Other",0,"TP1011","B",1
"20599","Other",0,"TP0913","C",1
"20600","Other",0,"TP1011","C",1
"20601","Other",0,"TP0913","A",2
"20602","Other",0,"TP1011","A",2
"20603","Other",0,"TP0913","B",2
"20604","Other",0,"TP1011","B",2
"20605","Other",0,"TP0913","C",2
"20606","Other",0,"TP1011","C",2
"20607","Other",0,"TP0913","A",4
"20608","Other",0,"TP1011","A",4
"20609","Other",0,"TP0913","B",4
"20610","Other",3,"TP1011","B",4
"20611","Other",0,"TP0913","C",4
"20612","Other",0,"TP1011","C",4
"20613","Other",6,"TP0913","A",8
"20614","Other",1,"TP1011","A",8
"20615","Other",8,"TP0913","B",8
"20616","Other",0,"TP1011","B",8
"20617","Other",0,"TP0913","C",8
"20618","Other",3,"TP1011","C",8
"20619","Other",0,"TP0913","P",0
"20620","Other",0,"TP1011","P",0
"20621","Other",0,"TP0913","A",1
"20622","Other",0,"TP1011","A",1
"20623","Other",0,"TP0913","B",1
"20624","Other",0,"TP1011","B",1
"20625","Other",0,"TP0913","C",1
"20626","Other",0,"TP1011","C",1
"20627","Other",0,"TP0913","A",2
"20628","Other",0,"TP1011","A",2
"20629","Other",0,"TP0913","B",2
"20630","Other",0,"TP1011","B",2
"20631","Other",0,"TP0913","C",2
"20632","Other",0,"TP1011","C",2
"20633","Other",0,"TP0913","A",4
"20634","Other",0,"TP1011","A",4
"20635","Other",0,"TP0913","B",4
"20636","Other",0,"TP1011","B",4
"20637","Other",0,"TP0913","C",4
"20638","Other",0,"TP1011","C",4
"20639","Other",0,"TP0913","A",8
"20640","Other",0,"TP1011","A",8
"20641","Other",0,"TP0913","B",8
"20642","Other",0,"TP1011","B",8
"20643","Other",0,"TP0913","C",8
"20644","Other",0,"TP1011","C",8
"20645","Other",0,"TP0913","P",0
"20646","Other",0,"TP1011","P",0
"20647","Other",0,"TP0913","A",1
"20648","Other",0,"TP1011","A",1
"20649","Other",0,"TP0913","B",1
"20650","Other",0,"TP1011","B",1
"20651","Other",0,"TP0913","C",1
"20652","Other",0,"TP1011","C",1
"20653","Other",0,"TP0913","A",2
"20654","Other",0,"TP1011","A",2
"20655","Other",0,"TP0913","B",2
"20656","Other",0,"TP1011","B",2
"20657","Other",0,"TP0913","C",2
"20658","Other",0,"TP1011","C",2
"20659","Other",0,"TP0913","A",4
"20660","Other",0,"TP1011","A",4
"20661","Other",0,"TP0913","B",4
"20662","Other",0,"TP1011","B",4
"20663","Other",0,"TP0913","C",4
"20664","Other",0,"TP1011","C",4
"20665","Other",0,"TP0913","A",8
"20666","Other",0,"TP1011","A",8
"20667","Other",0,"TP0913","B",8
"20668","Other",0,"TP1011","B",8
"20669","Other",0,"TP0913","C",8
"20670","Other",0,"TP1011","C",8
"20671","Other",0,"TP0913","P",0
"20672","Other",0,"TP1011","P",0
"20673","Other",0,"TP0913","A",1
"20674","Other",0,"TP1011","A",1
"20675","Other",0,"TP0913","B",1
"20676","Other",0,"TP1011","B",1
"20677","Other",0,"TP0913","C",1
"20678","Other",0,"TP1011","C",1
"20679","Other",0,"TP0913","A",2
"20680","Other",0,"TP1011","A",2
"20681","Other",0,"TP0913","B",2
"20682","Other",0,"TP1011","B",2
"20683","Other",0,"TP0913","C",2
"20684","Other",0,"TP1011","C",2
"20685","Other",0,"TP0913","A",4
"20686","Other",0,"TP1011","A",4
"20687","Other",0,"TP0913","B",4
"20688","Other",0,"TP1011","B",4
"20689","Other",0,"TP0913","C",4
"20690","Other",0,"TP1011","C",4
"20691","Other",0,"TP0913","A",8
"20692","Other",0,"TP1011","A",8
"20693","Other",0,"TP0913","B",8
"20694","Other",10,"TP1011","B",8
"20695","Other",0,"TP0913","C",8
"20696","Other",0,"TP1011","C",8
"20697","Other",0,"TP0913","P",0
"20698","Other",0,"TP1011","P",0
"20699","Other",0,"TP0913","A",1
"20700","Other",0,"TP1011","A",1
"20701","Other",0,"TP0913","B",1
"20702","Other",0,"TP1011","B",1
"20703","Other",0,"TP0913","C",1
"20704","Other",0,"TP1011","C",1
"20705","Other",0,"TP0913","A",2
"20706","Other",0,"TP1011","A",2
"20707","Other",0,"TP0913","B",2
"20708","Other",0,"TP1011","B",2
"20709","Other",0,"TP0913","C",2
"20710","Other",0,"TP1011","C",2
"20711","Other",0,"TP0913","A",4
"20712","Other",0,"TP1011","A",4
"20713","Other",0,"TP0913","B",4
"20714","Other",0,"TP1011","B",4
"20715","Other",0,"TP0913","C",4
"20716","Other",0,"TP1011","C",4
"20717","Other",0,"TP0913","A",8
"20718","Other",0,"TP1011","A",8
"20719","Other",0,"TP0913","B",8
"20720","Other",0,"TP1011","B",8
"20721","Other",0,"TP0913","C",8
"20722","Other",0,"TP1011","C",8
"20723","Other",0,"TP0913","P",0
"20724","Other",0,"TP1011","P",0
"20725","Other",0,"TP0913","A",1
"20726","Other",0,"TP1011","A",1
"20727","Other",0,"TP0913","B",1
"20728","Other",0,"TP1011","B",1
"20729","Other",0,"TP0913","C",1
"20730","Other",0,"TP1011","C",1
"20731","Other",0,"TP0913","A",2
"20732","Other",0,"TP1011","A",2
"20733","Other",0,"TP0913","B",2
"20734","Other",0,"TP1011","B",2
"20735","Other",0,"TP0913","C",2
"20736","Other",0,"TP1011","C",2
"20737","Other",0,"TP0913","A",4
"20738","Other",0,"TP1011","A",4
"20739","Other",0,"TP0913","B",4
"20740","Other",0,"TP1011","B",4
"20741","Other",0,"TP0913","C",4
"20742","Other",0,"TP1011","C",4
"20743","Other",0,"TP0913","A",8
"20744","Other",0,"TP1011","A",8
"20745","Other",0,"TP0913","B",8
"20746","Other",0,"TP1011","B",8
"20747","Other",0,"TP0913","C",8
"20748","Other",0,"TP1011","C",8
"20749","Other",0,"TP0913","P",0
"20750","Other",6,"TP1011","P",0
"20751","Other",0,"TP0913","A",1
"20752","Other",1,"TP1011","A",1
"20753","Other",6,"TP0913","B",1
"20754","Other",5,"TP1011","B",1
"20755","Other",1,"TP0913","C",1
"20756","Other",2,"TP1011","C",1
"20757","Other",1,"TP0913","A",2
"20758","Other",0,"TP1011","A",2
"20759","Other",29,"TP0913","B",2
"20760","Other",4,"TP1011","B",2
"20761","Other",4,"TP0913","C",2
"20762","Other",1,"TP1011","C",2
"20763","Other",5,"TP0913","A",4
"20764","Other",10,"TP1011","A",4
"20765","Other",0,"TP0913","B",4
"20766","Other",7,"TP1011","B",4
"20767","Other",3,"TP0913","C",4
"20768","Other",4,"TP1011","C",4
"20769","Other",13,"TP0913","A",8
"20770","Other",2,"TP1011","A",8
"20771","Other",8,"TP0913","B",8
"20772","Other",3,"TP1011","B",8
"20773","Other",3,"TP0913","C",8
"20774","Other",3,"TP1011","C",8
"20775","Other",0,"TP0913","P",0
"20776","Other",0,"TP1011","P",0
"20777","Other",1,"TP0913","A",1
"20778","Other",0,"TP1011","A",1
"20779","Other",0,"TP0913","B",1
"20780","Other",0,"TP1011","B",1
"20781","Other",0,"TP0913","C",1
"20782","Other",0,"TP1011","C",1
"20783","Other",0,"TP0913","A",2
"20784","Other",0,"TP1011","A",2
"20785","Other",0,"TP0913","B",2
"20786","Other",0,"TP1011","B",2
"20787","Other",0,"TP0913","C",2
"20788","Other",0,"TP1011","C",2
"20789","Other",0,"TP0913","A",4
"20790","Other",2,"TP1011","A",4
"20791","Other",0,"TP0913","B",4
